#Datasets	ELR003.A0101.unmapped	ELR004.A0101.unmapped	ELR006.A0101.unmapped	ELR008.A0101.unmapped	ELR010.A0101.unmapped	IVE002.B0101.unmapped	IVE003.A0101.unmapped	IVE005.A0101.unmapped	IVE005.B0101.unmapped	IVE007.B0101.unmapped	LIB007.A0125.unmapped	LIB007.A0130.unmapped	LIB007.A0131.unmapped	EXB015.A3001.unmapped	EXB015.A3301.unmapped	EXB015.A3401.unmapped
Curvibacter gracilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curvibacter lanceolatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Curvibacter sp. AEP1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curvibacter sp. PAE-UM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Delftia acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	131	56	9
Delftia tsuruhatensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delftia sp. Cs1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delftia sp. HK171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Delftia sp. K82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Delftia sp. ZNC0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diaphorobacter polyhydroxybutyrativorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Extensimonas vulgaris	0	0	0	0	0	879	0	613	0	0	0	0	0	149	0	0
Giesbergeria anulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophaga crassostreae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophaga sp. IBVHS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophaga sp. IBVHS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophaga sp. PBC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Hydrogenophaga sp. PML113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophaga sp. RAC07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophaga sp. Root209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hylemonella gracilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lampropedia hyalina	0	0	0	0	0	0	0	656	0	0	0	0	0	0	0	0
Limnohabitans sp. 103DPR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnohabitans sp. 63ED37-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnohabitans sp. Rim47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macromonas bipunctata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melaminivora alkalimesophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melaminivora sp. SC2-7	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	3
Melaminivora sp. SC2-9	0	0	0	0	0	0	0	734	0	0	0	0	0	53	0	0
Ottowia oryzae	0	0	0	0	0	2240	0	1940	2404	0	0	0	0	0	0	2
Ottowia thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ottowia sp. Marseille-P4747	21666	95003	31945	213752	0	517433	22230	221010	221200	34921	0	0	0	0	0	0
Ottowia sp. oral taxon 894	21130	87304	30056	219691	0	483557	20548	207147	209356	32551	0	0	0	0	0	3
Pelomonas sp. Root1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelomonas sp. Root1237	0	0	0	0	0	0	0	0	0	0	0	0	58	54	0	0
Pelomonas sp. Root1444	0	0	0	0	0	0	0	0	0	0	0	46	67	114	42	10
Pelomonas sp. Root662	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0
Polaromonas glacialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaromonas naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaromonas sp. JS666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaromonas sp. YR568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudacidovorax intermedius	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0
Pseudorhodoferax soli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudorhodoferax sp. Leaf274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Ramlibacter tataouinensis	0	0	0	0	337	0	0	440	0	0	0	0	0	0	0	0
Albidiferax sp. OV413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoferax antarcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoferax ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodoferax koreense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rhodoferax saidenbachensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Schlegelella thermodepolymerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpentinomonas mccroryi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpentinomonas raichei	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0
Simplicispira metamorpha	0	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0
Simplicispira suum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonadaceae bacterium URHA0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. 770b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. CF079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. CF313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. EL159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. HW608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Variovorax sp. OK605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. PAMC 28711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. PMC12	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0
Variovorax sp. Root318D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. Root411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. Root434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. Root473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. URHB0020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. WDL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. YR266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. YR750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax boronicumulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax paradoxus	0	0	0	0	0	0	0	0	0	0	108	0	57	149	36	0
Verminephrobacter eiseniae	0	0	0	0	0	780	0	0	0	0	0	0	0	0	0	0
Xenophilus azovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3
Collimonas arenae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collimonas fungivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collimonas pratensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collimonas sp. OK242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collimonas sp. OK307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collimonas sp. OK412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duganella sacchari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duganella zoogloeoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duganella sp. CF402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duganella sp. CF458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duganella sp. CF517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duganella sp. OV510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duganella sp. Root1480D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum hiltneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum robiniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum rubrisubalbicans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum seropedicae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum sp. B65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum sp. meg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum sp. WT00C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herbaspirillum sp. XFZ15	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0
Herminiimonas arsenicoxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herminiimonas arsenitoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium agaricidamnosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Janthinobacterium lividum	0	0	0	0	0	0	0	0	0	0	0	37	86	79	0	3
Janthinobacterium svalbardensis	0	0	0	0	0	0	0	0	0	0	0	43	48	0	39	3
Janthinobacterium sp. 1_2014MBL_MicDiv	0	0	0	0	0	0	0	0	0	0	0	36	89	53	0	2
Janthinobacterium sp. CG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium sp. GW458P	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	5
Janthinobacterium sp. KBS0711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium sp. LM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium sp. Marseille	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium sp. OK676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium sp. TND4EL3	0	0	0	0	0	0	0	0	0	0	0	34	113	0	0	5
Janthinobacterium sp. YR213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia alkalitolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia armeniaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia aurea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia namucuonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia niastensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia oculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia putida	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0
Massilia timonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Massilia violaceinigra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia yuzhufengensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. BSC265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. CF038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. KIM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. NR 4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. PDC64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. Root133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. Root1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. Root335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. Root351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. Root418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia sp. WG5	0	0	0	0	0	0	0	0	0	0	48	0	0	1128	0	2
Massilia sp. YMA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noviherbaspirillum denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noviherbaspirillum humi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Noviherbaspirillum massiliense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Noviherbaspirillum sp. Root189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxalobacter formigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudoduganella violaceinigra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Oxalobacteraceae bacterium AB_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Undibacterium pigrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duodenibacillus massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parasutterella excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella wadsworthensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella sp. KLE1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Polyangium] brachysporum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquabacterium olei	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0
Aquincola tertiaricarbonis	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
Leptothrix cholodnii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylibium petroleiphilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Methylibium sp. CF059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylibium sp. CF468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylibium sp. YR605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuaria sp. 7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paucibacter sp. KCTC 42545	0	0	0	0	0	1492	0	0	0	0	0	0	0	0	0	0
Piscinibacter caeni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rhizobacter gummiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobacter sp. OV335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobacter sp. Root1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rhizobacter sp. Root404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseateles depolymerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseateles sp. YR242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrivivax gelatinosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerotilus hippei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerotilus natans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidimonas taiwanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Thiomonas bhubaneswarensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiomonas delicata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiomonas intermedia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Thiomonas sp. FB-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiomonas sp. X19	0	0	0	0	0	0	0	0	0	0	0	0	0	54	78	20
Xylophilus sp. Leaf220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylophilus ampelinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderiales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderiales bacterium 1_1_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderiales bacterium GJ-E10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderiales bacterium JOSHI_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andreprevotia chitinilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Andreprevotia lacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Aquitalea magnusonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Chitinilyticum litopenaei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitiniphilus shinanonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromobacterium haemolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Chromobacterium subtsugae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromobacterium vaccinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromobacterium violaceum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromobacterium sp. ATCC 53434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deefgea rivuli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeongeupia sp. USM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Laribacter hongkongensis	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paludibacterium yongneupense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudogulbenkiania ferrooxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudogulbenkiania subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudogulbenkiania sp. NH8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vogesella indigofera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vogesella sp. LIG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conchiformibius kuhniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conchiformibius steedae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella corrodens	1777	11212	6401	83207	0	217335	6841	69595	67925	9549	0	0	0	0	0	5
Eikenella sp. HMSC061C02	0	751	0	4982	0	14992	535	4724	4725	870	0	0	0	0	0	0
Eikenella sp. HMSC071B05	0	0	0	0	0	1629	0	0	0	0	0	0	0	0	0	0
Eikenella sp. HMSC073A11	0	0	0	0	0	1317	0	0	0	0	0	0	0	0	0	0
Kingella denitrificans	366	8154	0	2811	0	8471	7510	2954	18513	1010	0	0	0	0	0	2
Kingella kingae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kingella oralis	0	784	0	0	0	1077	396	0	0	0	0	0	0	0	0	0
Morococcus cerebrosus	552	3489	743	1317	0	22283	2680	2105	18724	823	0	0	0	0	0	0
Neisseria bacilliformis	1227	3820	2523	33922	0	3863	621	1384	3321	0	0	0	0	0	0	0
Neisseria cinerea	0	0	0	0	0	984	0	0	1012	0	0	0	0	0	0	0
Neisseria elongata	7172	28285	996	28866	0	78525	13424	42274	226101	3923	0	0	0	0	0	0
Neisseria gonorrhoeae	0	1754	0	1398	0	8034	962	1444	6254	0	0	0	0	0	0	0
Neisseria iguanae	0	0	0	0	0	841	0	0	0	0	0	0	0	0	0	0
Neisseria lactamica	0	521	0	0	0	2507	0	590	2559	0	0	0	0	0	0	0
Neisseria macacae	0	1493	0	0	0	5322	1316	602	5819	0	0	0	0	0	0	0
Neisseria meningitidis	342	1763	0	1351	0	12111	1448	1472	8833	0	0	0	0	0	0	0
Neisseria mucosa	0	649	0	0	0	3562	0	0	2584	0	0	0	0	0	0	0
Neisseria perflava	0	0	0	0	0	860	0	0	0	0	0	0	0	0	0	0
Neisseria polysaccharea	0	274	0	0	0	1554	0	0	1734	0	0	0	0	0	0	0
Neisseria shayeganii	0	343	0	0	0	960	0	432	0	0	0	0	0	0	0	0
Neisseria sicca	606	2491	1263	0	0	39184	2837	2373	20410	1015	0	0	0	0	0	0
Neisseria subflava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria wadsworthii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria weaveri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria zoodegmatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. 10023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. GT4A_CT1	0	826	0	0	0	3321	649	0	3386	0	0	0	0	0	0	0
Neisseria sp. HMSC03D10	0	869	0	0	0	4007	614	0	3000	0	0	0	0	0	0	0
Neisseria sp. HMSC055F11	0	422	0	0	0	3458	0	0	2680	0	0	0	0	0	0	0
Neisseria sp. HMSC055H02	0	1216	0	0	0	7052	832	670	5645	0	0	0	0	0	0	0
Neisseria sp. HMSC056A03	0	806	0	0	0	2424	0	0	1743	0	0	0	0	0	0	0
Neisseria sp. HMSC056A04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC058F07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC059F02	0	469	0	0	0	3085	0	0	2395	0	0	0	0	0	0	0
Neisseria sp. HMSC061B04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC061H08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC063B05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC064D07	0	278	0	0	0	854	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC064E01	433	2671	0	0	0	20950	2918	1880	32714	0	0	0	0	0	0	0
Neisseria sp. HMSC064F03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC064F04	0	765	0	0	0	4888	582	475	4735	0	0	0	0	0	0	0
Neisseria sp. HMSC065C04	0	0	0	0	0	1119	0	0	963	0	0	0	0	0	0	0
Neisseria sp. HMSC065D04	0	1446	0	0	0	4982	1225	490	5612	0	0	0	0	0	0	0
Neisseria sp. HMSC066H01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC067H09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC068C04	0	288	0	0	0	1472	0	0	1804	0	0	0	0	0	0	0
Neisseria sp. HMSC068C12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC069H12	0	982	0	0	0	2204	0	0	1642	0	0	0	0	0	0	0
Neisseria sp. HMSC06F02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC070A01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC070E12	0	450	0	0	0	4940	0	0	2752	0	0	0	0	0	0	0
Neisseria sp. HMSC070H10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC072B12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC072C05	0	0	0	0	0	0	0	0	1052	0	0	0	0	0	0	0
Neisseria sp. HMSC072F04	546	1770	861	0	0	25370	1937	1397	13054	722	0	0	0	0	0	0
Neisseria sp. HMSC073B07	0	365	0	0	0	2025	0	0	1782	0	0	0	0	0	0	0
Neisseria sp. HMSC073G10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC074B07	0	866	0	0	0	3407	799	0	3526	0	0	0	0	0	0	0
Neisseria sp. HMSC075C10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC077D05	413	5169	0	0	0	16784	5764	1456	22117	0	0	0	0	0	0	0
Neisseria sp. HMSC078C12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC078H04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC15C08	0	1933	0	0	0	8129	1037	826	8221	0	0	0	0	0	0	0
Neisseria sp. HMSC15G01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp. HMSC31F04	672	2497	0	3214	0	9730	1210	4166	21894	0	0	0	0	0	0	0
Neisseria sp. HMSC70E02	0	1510	0	0	0	4871	1332	493	5315	0	0	0	0	0	0	0
Neisseria sp. KEM232	0	818	0	0	0	0	0	0	1166	0	0	0	0	0	0	0
Neisseria sp. oral taxon 014	1132	6856	0	1163	0	9152	12765	1051	4743	7699	0	0	0	0	0	0
Neisseria sp. oral taxon 020	0	1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rivicola pingtungensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseriaceae bacterium DSM 100970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitreoscilla filiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferriphaselus amnicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ferriphaselus sp. R-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sideroxydans lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricella denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricella sp. T08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Methylopumilus planktonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Methylopumilus turicensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacillus flagellatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilus methylotrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0
Methylophilus rhizosphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilus sp. 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilus sp. 42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilus sp. 5	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0
Methylophilus sp. Leaf459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylophilus sp. TWE2	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0
Methylotenera mobilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotenera versatilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylovorus glucosotrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylovorus sp. MP688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas eutropha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas ureae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas sp. Is79A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas sp. Nm166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas sp. Nm84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosospira briensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosospira lacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosospira multiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosospira sp. Nsp11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
