# Pathway	CMB001.A0101.unmapped_Abundance	CMB002.A0101.unmapped_Abundance	CMB003.A0101.unmapped_Abundance	CMB004.A0101.unmapped_Abundance	CMB005.A0101.unmapped_Abundance	CMB006.A0101.unmapped_Abundance	CMB007.A0101.unmapped_Abundance	CMB008.A0101.unmapped_Abundance	EXB034.A2701.unmapped_Abundance	EXB059.A2101.unmapped_Abundance	EXB059.A2201.unmapped_Abundance	EXB059.A2301.unmapped_Abundance	EXB059.A2401.unmapped_Abundance	EXB059.A2501.unmapped_Abundance	LIB058.A0102.unmapped_Abundance	LIB058.A0103.unmapped_Abundance	LIB058.A0104.unmapped_Abundance	LIB058.A0105.unmapped_Abundance	LIB058.A0106.unmapped_Abundance	LIB058.A0107.unmapped_Abundance	MID022.A0101.unmapped_Abundance	MID023.A0101.unmapped_Abundance	MID024.A0101.unmapped_Abundance	MID025.A0101.unmapped_Abundance	MID026.A0101.unmapped_Abundance	MID027.A0101.unmapped_Abundance	MID028.A0101.unmapped_Abundance	MID029.A0101.unmapped_Abundance	MID030.A0101.unmapped_Abundance	MID031.A0101.unmapped_Abundance	MID032.A0101.unmapped_Abundance	MID033.A0101.unmapped_Abundance	MID034.A0101.unmapped_Abundance	MID035.A0101.unmapped_Abundance	MID036.A0101.unmapped_Abundance	MID037.A0101.unmapped_Abundance	MID038.A0101.unmapped_Abundance	MID039.A0101.unmapped_Abundance	MID040.A0101.unmapped_Abundance	MID041.A0101.unmapped_Abundance	MID042.A0101.unmapped_Abundance	MID043.A0101.unmapped_Abundance	MID044.A0101.unmapped_Abundance	MID045.A0101.unmapped_Abundance	MID046.A0101.unmapped_Abundance	MID047.A0101.unmapped_Abundance	MID048.A0101.unmapped_Abundance	MID049.A0101.unmapped_Abundance	MID050.A0101.unmapped_Abundance	MID051.A0101.unmapped_Abundance	MID052.A0101.unmapped_Abundance	MID053.A0101.unmapped_Abundance	MID054.A0101.unmapped_Abundance	MID055.A0101.unmapped_Abundance	MID056.A0101.unmapped_Abundance	MID057.A0101.unmapped_Abundance	MID058.A0101.unmapped_Abundance	MID059.A0101.unmapped_Abundance	MID060.A0101.unmapped_Abundance	MID061.A0101.unmapped_Abundance	MID062.A0101.unmapped_Abundance	MID063.A0101.unmapped_Abundance	MID064.A0101.unmapped_Abundance	MID065.A0101.unmapped_Abundance	MID066.A0101.unmapped_Abundance	MID067.A0101.unmapped_Abundance	MID068.A0101.unmapped_Abundance	MID068.B0101.unmapped_Abundance	MID070.A0101.unmapped_Abundance	MID071.A0101.unmapped_Abundance	MID072.A0101.unmapped_Abundance	MID073.A0101.unmapped_Abundance	MID074.A0101.unmapped_Abundance	MID075.A0101.unmapped_Abundance	MID076.A0101.unmapped_Abundance	MID077.A0101.unmapped_Abundance	MID078.A0101.unmapped_Abundance	MID079.A0101.unmapped_Abundance	MID080.A0101.unmapped_Abundance	MID081.A0101.unmapped_Abundance	MID082.A0101.unmapped_Abundance	MID083.A0101.unmapped_Abundance	MID084.A0101.unmapped_Abundance	MID085.A0101.unmapped_Abundance	MID086.A0101.unmapped_Abundance	MID087.A0101.unmapped_Abundance	MID088.A0101.unmapped_Abundance	MID089.A0101.unmapped_Abundance	MID090.A0101.unmapped_Abundance	MID091.A0101.unmapped_Abundance	MID092.A0101.unmapped_Abundance	MID093.A0101.unmapped_Abundance	MID094.A0101.unmapped_Abundance	MID097.A0101.unmapped_Abundance	MID101.A0101.unmapped_Abundance	MID102.A0101.unmapped_Abundance
PWY-4242|g__Gemella.s__Gemella_morbillorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.7427	0	4.78917	0	0	0	0	0	0	0	0	0	0	0	0	5.38005	0	0	0	0	0	0	0	36.6896	0	0	0	25.1903	0	0	0	0	0	0	0	0	0	9.29648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Granulicatella.s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60049	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.20509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7613	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26664	0	0	0
PWY-4242|g__Haemophilus.s__Haemophilus_sp_HMSC71H05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Johnsonella.s__Johnsonella_ignava	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.92937	0	0	0	0	0	5.22825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Kingella.s__Kingella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18359	0	0	0	6.64443	0	0	0	0	0	0	0	0	0	0	4.57196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8157	0	2.07208	0	0	0	0	18.8088	0	0	0	0	0	0	0
PWY-4242|g__Lautropia.s__Lautropia_mirabilis	0	17.7666	0	0	0	6.96226	0	0	0	0	0	0	0	21.1304	0	0	0	0	0	0	0	21.7159	0	0	13.3084	16.7427	10.9121	27.8466	0	0	0	0	0	5.49037	25.1626	0	14.0149	26.0328	0	4.79779	12.928	8.13004	0	22.2582	0	10.5228	56.4295	6.80366	4.01295	0	0	0	0	0	0	11.5462	0	0	0	88.3695	0	0	0	28.7918	4.34827	0	0	6.95643	5.44848	48.0433	0	0	0	0	0	17.8294	13.6017	0	20.3827	0	0	23.5569	0	4.53957	0	35.4033	0	0	21.1293	3.82614	0	0	35.364	0	20.4505	0
PWY-4242|g__Leptotrichia.s__Leptotrichia_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89155	0	1.78626	0	0	0	3.346	3.63583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57497	0	0	0	0	0	0	0	0	0	0	0	0	5.29959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Leptotrichia.s__Leptotrichia_sp_oral_taxon_225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.627451	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Mogibacterium.s__Mogibacterium_timidum	28.9736	0	0	0	0	15.6037	11.8222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.4092	9.39341	5.80236	0	0	4.2563	0	0	0	0	0	0	0	0	5.82456	2.83339	0	18.0107	0	0	0	0	0	0	6.08166	0	3.21206	0	0	0	13.298	0	0	0	9.36121	21.0486	0	0	2.93632	0
PWY-4242|g__Morococcus.s__Morococcus_cerebrosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6758	0	0	0	0	4.77101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Neisseria.s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.64545	0	0	0	4.86354	0	5.55018	0	0	0	0	0	0	0	0	0	6.95698	0	0	7.17171	3.82319	0	0	0	0	6.45553	2.86188	0	0	0	0	0	0	0	0	0	0	0	20.1597	0	0	0	0	0	0	0	0	0	5.47344	0	0	0	0	0	0	0	0	0	0	0	8.59775	0	0	0	12.0664	0	0	7.79839	0	0	0	7.77102	0	3.65395	0
PWY-4242|g__Neisseria.s__Neisseria_macacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8155	0	0	0	19.0055	0	4.98414	0	0	0	0	0	0	9.19881	3.1384	2.22937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.103	0	0	0	7.13536	0	0	0	0	0	0	0	0	0	0	0	2.16093	2.95162	0	13.1509	0	0	8.48204	0	0	0	0	0	0	6.80417	0	0	0	1.05383	0	0	0
PWY-4242|g__Neisseria.s__Neisseria_mucosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8413	0	0	5.68203	5.06625	5.04633	8.54451	0	0	0	0	0	0	16.1089	10.006	0	0	0	2.53873	1.58595	11.4007	0	0	0	6.52173	7.08493	13.5376	0	0	0	0	0	0	0	1.7094	0	0	0	24.7861	0	0	0	6.14768	0	0	0	0	1.85083	2.46529	0	3.68968	0	0	0	5.2077	0	18.7331	12.6098	0	0.917332	3.2884	0	0	0	2.90885	0	0	17.0273	0	0	0	0	0	14.7384	3.62511
PWY-4242|g__Neisseria.s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3886	0	0	3.50838	14.9034	1.3889	5.43415	0	0	0	0	0	0	12.0061	4.53207	1.25243	1.44046	0	1.32518	0	7.95835	0	0	0	5.29677	4.32751	7.66544	0	0	0	0	0	0	0	1.83275	0	0	0	16.0359	0	0	0	9.84023	0	0	0	0	1.84717	2.4803	0	4.72913	0	0	0	5.51425	4.42703	17.466	9.92535	0	2.47837	6.1423	0	0	0	1.73002	0	0	11.1874	0	0	0	1.8256	0	13.2242	2.60979
PWY-4242|g__Neisseria.s__Neisseria_sp_HMSC064E01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6043	0	0	0	1.91273	0	4.21171	0	0	0	0	0	0	2.42483	0	2.30321	0.986668	0	0	0	0	0	0	0	0	0	1.15455	0	0	0	0	0	0	0	0	0	0	0	6.16238	0	0	0	2.65658	0	0	0	0	0	0	0	0	0	0	0	1.37219	1.63979	0	5.36684	0	0	7.5696	0	0	0	0	0	0	3.60387	0	0	0	0.866892	0	0	0
PWY-4242|g__Olsenella.s__Olsenella_uli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08813	0	0	0	0	2.68841	0	0	0	0
PWY-4242|g__Ottowia.s__Ottowia_sp_oral_taxon_894	0	5.72998	0	0	65.8405	9.83331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4732	5.50875	0	0	0	70.1591	0	0	0	7.71467	0	0	0	24.1179	12.6949	0	22.5008	7.89389	4.17112	4.64857	79.085	0	0	7.65302	0	10.9499	22.0025	7.40322	0	0	0	0	0	17.9001	12.259	35.0608	0	0	0	16.571	0	0	0	3.53805	21.5117	0	47.9851	10.6519	0	25.214	0	0	31.833	0	0	7.64335	0	0	11.7141	0	0	17.4246	0	26.8435	0	0	0	15.1725	0	7.51806	0	0	0	0	11.465	10.1601
PWY-4242|g__Peptoanaerobacter.s__Eubacterium_yurii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35288	0	0	6.83488	0	0	6.6217	0	0	0	0	0	0	11.7967	0	0	7.84831	0	4.83676	14.9953	0	6.12028	7.98994	0	0	0	8.43143	0	0	0	0	0	0	0	0	0	0	0	0	4.13209	0	0	0	0	0	7.43891	8.00474	0	7.75075	0	0	0	0	0	0	0	4.93333	0	0	0	0	0	3.02224	0	0	0	5.82972	0	0	0	0	7.44553	0	0	0
PWY-4242|g__Peptostreptococcaceae_unclassified.s__Peptostreptococcaceae_bacterium_oral_taxon_113	0	0	3.53134	0	0	0	8.61182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5042	8.15069	0	0	8.17218	0	4.70176	0	6.37404	9.52972	4.49786	12.4091	0	0	0	0	14.4871	4.25158	0	0	9.79846	3.43305	28.0969	0	0	3.99013	5.92097	87.5048	8.84065	4.84062	5.14582	0	0	6.15402	40.4564	3.99342	13.0989	0	0	18.4789	27.8234	4.45026	0	0	0	0	0	0	8.10189	15.018	0	0	9.77124	8.79328	0	0	0	12.216	12.0586	0	13.0776	2.55698	0	0	6.90396	5.7035	0	0	93.2898	14.652	3.56319	0	0	10.0781
PWY-4242|g__Peptostreptococcus.s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61953	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69216	0	0	0	0
PWY-4242|g__Porphyromonas.s__Porphyromonas_catoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Porphyromonas.s__Porphyromonas_gingivalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89104	0	0	0	0	0	0	0	0	0	0	0	0	3.98176	4.78539	0	0	0	0	0	0	0	0	0	0	0	0	7.85897	2.61999	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Pseudopropionibacterium.s__Pseudopropionibacterium_propionicum	0	10.226	0	0	6.32942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4266	5.99179	0	0	26.846	0	11.1116	7.06092	0	0	6.23234	0	0	0	12.9857	6.99517	18.7995	5.47064	0	0	19.0554	0	11.6114	3.63207	0	7.01944	0	8.518	9.22016	4.97554	0	0	3.32559	9.29059	22.2667	4.21998	0	9.37899	0	9.00128	12.0166	0	0	0	28.6652	8.7872	21.2435	0	0	19.9024	0	11.5208	0	0	0	22.4444	17.3192	0	19.3213	17.4861	3.89822	4.5	0	22.3493	0	4.63497	0	12.0105	9.67402	8.14796	0	0	14.4818	0	7.8586	6.61441
PWY-4242|g__Pseudoramibacter.s__Pseudoramibacter_alactolyticus	0	0	4.56351	0	0	8.45615	10.3804	29.0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3268	0	0	0	0	0	0	0	0	0	0	0	0	0	5.54071	0	5.16391	0	0	0	0	0	0	0	0	0	13.8421	7.13149	26.0176	0	0	0	0	15.2159	16.5643	9.33377	0	0	14.0705	0	0	0	0	0	0	0	0	5.67028	0	0	10.4858	0	0	0	0	0	0	0	0	1.70374	0	0	0	11.1911	0	0	0	11.3428	15.5604	0	0	0	0
PWY-4242|g__Pyramidobacter.s__Pyramidobacter_piscolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04706	0	0	0	0	0	0	0	0	0
PWY-4242|g__Pyramidobacter.s__Pyramidobacter_sp_C12_8	0	0	0	0	2.66667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34818	0	0	0	0	0	0	0	0	0
PWY-4242|g__Rothia.s__Rothia_dentocariosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14451	0	0	0	9.12134	12.9245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00649	0	0	0	0	0	0	0	0	0	4.48338	0	0	6.66204	0	0	0	0	0	0	0
PWY-4242|g__Selenomonas.s__Selenomonas_sp_FOBRC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Selenomonas.s__Selenomonas_sp_oral_taxon_892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29648	6.97672	0	0	2.53024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Streptococcus.s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7377	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5378	0	0	0	0	0	8.43762	0	0	0	0	0	0	0	0	3.11758	0	0	0	0	0	0	0	64.0801	0	0	0	13.4435	0	0	0	8.40256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93264	0
PWY-4242|g__Streptococcus.s__Streptococcus_mitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79346	0	0	0	0	0	0	0	0.625488	0	0	0	0.987832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.645172	0
PWY-4242|g__Streptococcus.s__Streptococcus_oralis	0	6.05457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5818	8.56229	0	0	0	4.80032	10.5549	0	0	5.35426	0	6.38188	7.91308	44.5199	0	0	0	0	0	0	0	0	0	0	0	5.71565	0	0	0	20.2135	0	0	0	9.75047	0	0	0	24.5712	0	0	0	4.39339	0	38.092	0	0	0	0	0	0	0	14.9239	0	0	0	0	0	0	11.538	0	9.97624	0
PWY-4242|g__Streptococcus.s__Streptococcus_sanguinis	0	8.02875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.927	0	0	25.027	15.1176	16.7686	25.586	0	0	0	0	0	7.49093	33.7895	21.0563	14.4169	28.0747	0	4.55475	4.8618	36.7772	5.65953	16.8424	0	3.74481	9.8476	16.7563	7.79189	0	0	0	0	0	0	0	0	0	0	72.7862	0	0	0	6.97258	0	0	0	0	5.20398	33.7261	0	11.4799	0	0	0	21.8252	24.8511	28.562	14.5649	0	0	19.5451	0	8.21962	0	11.9991	2.71436	2.1309	47.9187	0	0	0	21.886	0	29.8645	15.0241
PWY-4242|g__Streptococcus.s__Streptococcus_sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.79963	0	0	0	0	0	0	0	0	0	0	3.43144	0	0	0	0	8.61394	0	6.61534	7.65729	0	8.63548	0	0	0	0	0	0	4.36162	0	4.2134	2.97421	0	0	4.33928	0	2.54847	0	2.45236	3.64318	2.86693	0	6.62488	117.089	0	7.12108	0	9.99028	0	0	0	6.47452	3.67078	11.2572	0	5.17609	0	0	2.433	0	0	0	0	0	0	6.19182	0	0	4.23457	0	7.59699	0
PWY-4242|g__Streptococcus.s__Streptococcus_sp_NLAE_zl_C503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51219	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Streptococcus.s__Streptococcus_sp_oral_taxon_056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4242|g__Tannerella.s__Tannerella_forsythia	42.0356	19.5532	21.3814	15.3462	32.6461	25.0939	23.8448	0	0	0	0	0	0	0	0	0	0	0	0	0	20.9429	0	13.6307	7.62538	0	7.6369	0	0	12.1087	17.8007	7.98526	9.87659	9.97157	12.734	0	0	6.24663	9.87488	25.2013	6.91466	0	0	9.72326	3.68056	13.1592	0	0	3.65365	11.7261	29.2015	7.32387	25.1527	12.0305	6.92874	0	0	11.4832	4.33508	14.4379	0	22.2384	10.3701	9.76008	0	0	36.3852	4.88792	0	35.0168	0	46.8703	7.10497	23.1356	0	20.4061	6.82987	0	0	0	7.0449	5.60698	0	20.065	4.66022	15.7335	0	13.8836	7.13312	0	0	8.90812	7.51595	8.85008	21.4213	0	0
PWY-4242|unclassified	5.82967	9.98738	10.2327	7.41197	7.30754	4.69386	5.65541	28.4617	0	0	0	0	0	0	0	0	0	0	24.5236	0	6.99369	6.87317	25.9354	17.14	14.8123	0	0	12.2363	14.7222	6.59455	8.49074	6.8541	6.6796	9.31684	2.17543	20.1982	0	9.17966	0	5.02845	0	8.18083	8.62038	5.97327	6.75356	29.0174	14.4417	8.33968	7.12677	0	20.5191	2.71239	19.235	24.349	19.4084	15.7916	14.4605	25.1362	5.37291	7.1362	12.7453	22.5473	16.159	4.77721	14.4859	10.9187	0	5.21918	20.94	15.9169	12.6082	20.0389	0	0	11.68	15.0925	15.1987	10.6583	8.74914	22.099	12.1185	5.20024	44.0985	2.47666	26.5425	18.1877	31.3844	10.2907	0	28.7902	10.0674	61.0211	25.0418	0	10.1833	18.6911
PWY-4702: phytate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8264	0	0	0	0	0	0	0	0	0	0	0	0	3.9753	3.28805	0	0	0	4.55341	9.96739	13.7998	0	0	0	0	4.43457	0	0	0	0	0	2.44279	0	0	0	0	0	0	8.93704	0	0	0	3.47179	7.70637	0	0	0	2.56529	4.41947	0	0	0	0	0	0	0	21.8345	0	0	0	8.06235	0	0	0	12.4143	0	0	6.68585	0	0	0	0	0	4.47338	0
PWY-4702: phytate degradation I|g__Actinomyces.s__Actinomyces_odontolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65447	0	0	0	0	0	0	0	0	0	0	0	0	3.9753	0	0	0	0	0	0	10.9813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.93704	0	0	0	3.47179	0	0	0	0	0	0	0	0	0	0	0	0	0	6.93455	0	0	0	6.56594	0	0	0	11.3721	0	0	6.68585	0	0	0	0	0	4.22424	0
PWY-4722: creatinine degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40074	6.07223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43863	0	0	0	6.15684	0	0	0	0	0	0	0	0	0	0	0	7.85371	5.78879	0	9.14811	0	0	9.65371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)	190.095	179.766	234.35	185.048	211.64	268.591	251.392	225.863	0	0	0	18.9687	0	73.8346	0	0	0	0	0	0	236.852	247.313	192.586	159.531	260.485	136.66	181.138	215.408	133.794	151.801	134.536	122.431	76.2382	169.758	201.023	246.813	200.876	200.771	160.379	192.499	258.935	252.237	218.229	198.509	110.873	255.323	172.688	175.572	191.647	256.528	172.272	123.322	213.242	225.018	316.208	225.329	218.216	231.556	212.772	267.691	182.658	150.661	196.25	238.285	239.515	202.054	220.265	269.42	197.774	284.761	166.129	281.861	187.137	120.579	146.754	286.045	221.717	336.07	216.971	213.485	176.246	175.326	258.756	207.19	214.582	216.958	199.165	195.242	327.569	189.102	173.786	271.429	290.881	198.201	247.905	207.593
PWY-4981: L-proline biosynthesis II (from arginine)|g__Actinomyces.s__Actinomyces_cardiffensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.63021	0	0	4.68948	0	0	0	0	0	0	0	0	0	0	0	0	2.70273	12.2473	0	5.73824	0	0	2.78812	0	0	2.96169	0	0	2.72167	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4981: L-proline biosynthesis II (from arginine)|g__Actinomyces.s__Actinomyces_johnsonii	0	2.80696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.469567	0	0	7.82828	0	2.3546	0	0	0	0	0	0	0	0.874909	0.8164	0.50534	0.456897	0	0	0	2.32845	1.91813	0.975122	0	1.92809	1.93853	0	0	0	0	0	1.25211	0	0	0	0	0	0	0	1.61258	0	0	3.41292	0	0	15.8064	0	0	4.61154	0	4.57959	0	0	0	6.30695	3.50987	5.76779	10.8596	0	0	2.41182	0	0	0	4.42269	0	0	2.3879	1.68112	0	0	3.06251	0	0	1.72855
